I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
19, 82, 63, -51, -21, 73, -102, -39, 209, 283, 224, 170, 
24, 78, 53, -51, -14, 65, -82, 0, 214, 278, 234, 195, 
63, 136, 73, -100, -4, 104, -58, 14, 209, 268, 219, 185, 
68, 151, 82, -109, -7, 117, -63, 0, 180, 229, 190, 161, 
73, 141, 68, -107, 2, 104, -53, 9, 156, 195, 165, 141, 
73, 136, 63, -104, 4, 100, -48, 0, 117, 141, 112, 92, 
29, 112, 82, -70, -26, 97, -29, 14, 102, 122, 102, 92, 
29, 82, 53, -56, -12, 68, -29, -9, 68, 82, 63, 43, 
24, 63, 39, -43, -7, 51, -29, -9, 48, 63, 48, 34, 
0, 68, 68, -34, -34, 68, -9, 0, 48, 68, 43, 39, 
19, 63, 43, -41, -12, 53, -9, 4, 34, 53, 39, 24, 
9, 48, 39, -29, -14, 43, -4, 29, 34, 53, 43, 43, 
-39, 9, 48, 14, -43, 29, -9, 4, -14, 4, -9, -4, 
-82, -43, 39, 63, -61, -2, -19, -19, -48, -29, -48, -34, 
-82, -58, 24, 70, -53, -17, -19, -14, -48, -48, -58, -48, 
-53, -63, -9, 58, -21, -36, -19, -14, -68, -82, -87, -78, 
-4, -29, -24, 17, 9, -26, -19, 0, -53, -68, -68, -53, 
34, 24, -9, -29, 21, 7, -9, 0, -43, -78, -73, -68, 
4, 24, 19, -14, -7, 21, 0, 14, -53, -73, -68, -53, 
-4, 19, 24, -7, -14, 21, 14, 14, -43, -48, -58, -39, 
0, 24, 24, -12, -12, 24, 4, 4, -53, -53, -68, -63, 
-24, 9, 34, 7, -29, 21, 19, 29, -39, -29, -39, -19, 
-19, 4, 24, 7, -21, 14, 24, 24, -43, -43, -58, -43, 
-14, 4, 19, 4, -17, 12, 9, 19, -63, -73, -68, -43, 
-24, 4, 29, 9, -26, 17, 4, 4, -68, -87, -82, -58, 
-9, 4, 14, 2, -12, 9, 9, 4, -87, -112, -107, -87, 
0, 14, 14, -7, -7, 14, 4, 4, -78, -102, -92, -63, 
4, -4, -9, 0, 7, -7, 0, -9, -92, -136, -112, -92, 
-19, -29, -9, 24, -4, -19, 4, -4, -97, -126, -112, -87, 
-58, -58, 0, 58, -29, -29, 19, 4, -87, -117, -92, -78, 
-97, -102, -4, 100, -46, -53, 14, -9, -112, -136, -126, -102, 
-117, -122, -4, 119, -56, -63, 9, 0, -112, -136, -112, -87, 
-73, -92, -19, 82, -26, -56, 4, 0, -117, -151, -122, -102, 
-92, -92, 0, 92, -46, -46, 14, 9, -102, -156, -112, -87, 
-92, -82, 9, 87, -51, -36, 14, 0, -87, -165, -107, -82, 
4, -19, -24, 7, 14, -21, 9, 19, -78, -180, -107, -92, 
43, 9, -34, -26, 39, -12, 29, 39, -58, -146, -87, -58, 
19, -9, -29, -4, 24, -19, 24, 14, -78, -165, -122, -97, 
-14, -53, -39, 34, 12, -46, 19, 0, -97, -180, -136, -107, 
-34, -63, -29, 48, -2, -46, 19, 4, -92, -170, -117, -102, 
-24, -39, -14, 31, -4, -26, 24, 19, -82, -170, -102, -92, 
-24, -24, 0, 24, -12, -12, 43, 39, -53, -136, -68, -48, 
-39, -48, -9, 43, -14, -29, 29, 19, -68, -146, -92, -78, 
-82, -87, -4, 85, -39, -46, 24, 24, -82, -146, -102, -87, 
-48, -53, -4, 51, -21, -29, 9, 19, -58, -146, -87, -68, 
19, 0, -19, -9, 19, -9, 9, 19, -48, -156, -97, -87, 
29, 9, -19, -19, 24, -4, 29, 29, -43, -136, -73, -58, 
-34, -34, 0, 34, -17, -17, 24, 29, -43, -122, -78, -53, 
-48, -48, 0, 48, -24, -24, 29, 24, -39, -117, -73, -53, 
-43, -39, 4, 41, -24, -17, 19, 9, -68, -146, -112, -97, 
-63, -53, 9, 58, -36, -21, 29, 24, -58, -126, -102, -82, 
-24, -43, -19, 34, -2, -31, 24, 0, -78, -151, -126, -122, 
-48, -48, 0, 48, -24, -24, 9, -4, -92, -156, -146, -126, 
-43, -29, 14, 36, -29, -7, 19, 19, -53, -122, -112, -92, 
-14, -29, -14, 21, 0, -21, 19, 19, -53, -126, -112, -92, 
-43, -58, -14, 51, -14, -36, 24, 29, -24, -102, -92, -63, 
-43, -58, -14, 51, -14, -36, 43, 43, -14, -97, -68, -63, 
-43, -43, 0, 43, -21, -21, 39, 43, -4, -92, -58, -39, 
-24, -19, 4, 21, -14, -7, 48, 48, 9, -78, -43, -34, 
-24, -39, -14, 31, -4, -26, 24, 24, -39, -102, -92, -78, 
-58, -73, -14, 65, -21, -43, 29, 9, -53, -107, -97, -82, 
-29, -48, -19, 39, -4, -34, 19, 0, -73, -126, -122, -112, 
-29, -39, -9, 34, -9, -24, 14, 4, -73, -126, -126, -112, 
-4, -19, -14, 12, 4, -17, 29, 19, -43, -97, -92, -87, 
-24, -53, -29, 39, 2, -41, 4, 9, -73, -131, -117, -112, 
-87, -102, -14, 95, -36, -58, 14, 14, -43, -112, -107, -97, 
-73, -87, -14, 80, -29, -51, 19, 19, -14, -87, -78, -82, 
-9, -34, -24, 21, 7, -29, 29, 43, 4, -73, -48, -43, 
53, 39, -14, -46, 34, 12, 58, 63, 39, -43, -9, -9, 
58, 39, -19, -48, 39, 9, 39, 48, 9, -43, -39, -34, 
39, 29, -9, -34, 24, 9, 39, 29, -4, -53, -48, -39, 
53, 29, -24, -41, 39, 2, 34, 24, -24, -78, -73, -68, 
24, 14, -9, -19, 17, 2, 34, 19, -29, -78, -73, -58, 
53, 34, -19, -43, 36, 7, 39, 24, -14, -58, -63, -53, 
34, 24, -9, -29, 21, 7, 19, 14, -34, -78, -78, -73, 
-43, -29, 14, 36, -29, -7, 39, 34, -4, -58, -53, -34, 
-63, -48, 14, 56, -39, -17, 29, 24, -4, -53, -53, -39, 
-82, -58, 24, 70, -53, -17, 14, 4, -9, -63, -58, -39, 
-53, -43, 9, 48, -31, -17, 34, 19, 0, -58, -43, -34, 
-29, -39, -9, 34, -9, -24, 14, 9, -43, -87, -78, -68, 
-39, -24, 14, 31, -26, -4, 34, 24, -24, -63, -58, -43, 
0, 0, 0, 0, 0, 0, 34, 14, -24, -68, -58, -58, 
34, 19, -14, -26, 24, 2, 34, 19, -34, -63, -68, -53, 
68, 53, -14, -61, 41, 19, 34, 39, -14, -48, -63, -48, 
63, 29, -34, -46, 48, -2, 29, 19, -34, -68, -78, -63, 
-9, -19, -9, 14, 0, -14, 34, 24, -24, -48, -58, -39, 
-53, -53, 0, 53, -26, -26, 34, 24, -34, -39, -63, -48, 
-92, -78, 14, 85, -53, -31, 24, 14, -34, -48, -48, -34, 
-87, -53, 34, 70, -61, -9, 34, 29, -19, -29, -43, -29, 
-68, -43, 24, 56, -46, -9, 29, 9, -43, -43, -73, -48, 
-53, -24, 29, 39, -41, 2, 34, 19, -39, -43, -58, -39, 
4, 29, 24, -17, -9, 26, 34, 19, -48, -48, -73, -53, 
14, 24, 9, -19, 2, 17, 39, 4, -53, -68, -82, -58, 
4, 9, 4, -7, 0, 7, 34, 9, -53, -63, -87, -68, 
-9, -9, 0, 9, -4, -4, 29, 4, -63, -68, -92, -68, 
-14, -9, 4, 12, -9, -2, 39, 34, -29, -48, -53, -34, 
0, -4, -4, 2, 2, -4, 48, 39, -24, -29, -58, -39, 
19, 4, -14, -12, 17, -4, 53, 43, -24, -39, -53, -29, 
39, 19, -19, -29, 29, 0, 48, 34, -43, -53, -73, -43, 
-34, -29, 4, 31, -19, -12, 63, 24, -48, -43, -63, -48, 
-68, -78, -9, 73, -29, -43, 39, -4, -87, -78, -97, -82, 
-78, -87, -9, 82, -34, -48, 24, -9, -102, -97, -117, -92, 
-48, -68, -19, 58, -14, -43, 34, 0, -82, -87, -102, -73, 
9, -9, -19, 0, 14, -14, 34, 19, -68, -82, -87, -68, 
4, 9, 4, -7, 0, 7, 53, 34, -53, -73, -78, -48, 
-4, -9, -4, 7, 0, -7, 58, 24, -53, -78, -78, -48, 
-58, -43, 14, 51, -36, -14, 48, 9, -73, -97, -102, -73, 
-39, -53, -14, 46, -12, -34, 53, 14, -68, -107, -87, -63, 
-9, -34, -24, 21, 7, -29, 58, 19, -68, -117, -92, -58, 
-39, -48, -9, 43, -14, -29, 68, 24, -68, -102, -68, -58, 
-24, -43, -19, 34, -2, -31, 53, 9, -97, -131, -87, -68, 
-24, -39, -14, 31, -4, -26, 43, 4, -92, -146, -102, -78, 
-4, -24, -19, 14, 7, -21, 53, 9, -87, -146, -97, -78, 
19, -4, -24, -7, 21, -14, 39, 19, -92, -161, -107, -82, 
9, -4, -14, -2, 12, -9, 48, 24, -73, -156, -92, -58, 
4, -14, -19, 4, 12, -17, 58, 29, -73, -161, -102, -68, 
9, -29, -39, 9, 24, -34, 58, 14, -82, -170, -107, -82, 
0, -19, -19, 9, 9, -19, 63, 29, -73, -170, -92, -68, 
19, 4, -14, -12, 17, -4, 63, 43, -63, -165, -87, -58, 
14, 14, 0, -14, 7, 7, 68, 29, -68, -165, -78, -53, 
19, 29, 9, -24, 4, 19, 73, 34, -78, -175, -73, -53, 
-4, 4, 9, 0, -7, 7, 48, 24, -92, -190, -92, -73, 
-43, -39, 4, 41, -24, -17, 43, 4, -107, -195, -102, -78, 
-68, -78, -9, 73, -29, -43, 34, -14, -122, -214, -131, -102, 
-82, -92, -9, 87, -36, -51, 39, -4, -112, -209, -117, -92, 
-68, -87, -19, 78, -24, -53, 39, 0, -112, -219, -122, -92, 
-24, -73, -48, 48, 12, -61, 39, 9, -92, -209, -112, -87, 
-14, -43, -29, 29, 7, -36, 58, 34, -73, -195, -73, -53, 
-24, -53, -29, 39, 2, -41, 43, 19, -92, -214, -102, -78, 
-24, -58, -34, 41, 4, -46, 48, 14, -87, -200, -92, -78, 
19, 0, -19, -9, 19, -9, 43, 24, -87, -195, -92, -73, 
9, 4, -4, -7, 7, 0, 43, 14, -82, -185, -102, -78, 
4, -9, -14, 2, 9, -12, 53, 24, -82, -180, -87, -73, 
0, -19, -19, 9, 9, -19, 48, 24, -97, -190, -97, -87, 
-14, -24, -9, 19, -2, -17, 48, 19, -87, -185, -97, -78, 
-4, -4, 0, 4, -2, -2, 39, 9, -92, -180, -102, -82, 
-24, -39, -14, 31, -4, -26, 34, 4, -102, -185, -112, -87, 
-53, -58, -4, 56, -24, -31, 43, 9, -107, -190, -122, -92, 
-48, -68, -19, 58, -14, -43, 48, 9, -107, -195, -122, -97, 
-29, -48, -19, 39, -4, -34, 58, 34, -92, -170, -97, -78, 
-19, -34, -14, 26, -2, -24, 34, 14, -107, -180, -117, -92, 
-4, -34, -29, 19, 12, -31, 19, 14, -117, -185, -126, -102, 
9, -14, -24, 2, 17, -19, 39, 24, -102, -156, -112, -82, 
24, -4, -29, -9, 26, -17, 39, 14, -102, -161, -122, -92, 
14, -14, -29, 0, 21, -21, 34, 24, -97, -165, -107, -82, 
19, -4, -24, -7, 21, -14, 39, 24, -92, -151, -102, -78, 
29, -4, -34, -12, 31, -19, 48, 48, -78, -136, -102, -73, 
34, -9, -43, -12, 39, -26, 39, 19, -107, -165, -122, -102, 
-19, -48, -29, 34, 4, -39, 39, 29, -97, -146, -117, -92, 
-39, -43, -4, 41, -17, -24, 29, 14, -102, -146, -112, -92, 
-14, -14, 0, 14, -7, -7, 43, 19, -87, -117, -97, -68, 
-24, -24, 0, 24, -12, -12, 34, 39, -82, -102, -97, -63, 
-48, -34, 14, 41, -31, -9, 39, 24, -97, -107, -112, -73, 
-43, -53, -9, 48, -17, -31, 29, 24, -97, -102, -107, -68, 
-14, -34, -19, 24, 2, -26, 24, 34, -102, -122, -112, -78, 
-24, -39, -14, 31, -4, -26, 24, 14, -117, -131, -126, -92, 
-9, -53, -43, 31, 17, -48, 24, 24, -112, -131, -126, -92, 
29, -24, -53, -2, 41, -39, 29, 9, -117, -146, -131, -102, 
-14, -48, -34, 31, 9, -41, 29, 9, -112, -126, -131, -97, 
-43, -53, -9, 48, -17, -31, 34, 4, -107, -112, -126, -102, 
-39, -43, -4, 41, -17, -24, 34, 14, -102, -97, -117, -82, 
-63, -58, 4, 61, -34, -26, 29, 34, -87, -73, -102, -63, 
-68, -68, 0, 68, -34, -34, 39, 19, -102, -82, -117, -68, 
-63, -87, -24, 75, -19, -56, 29, 24, -97, -73, -112, -68, 
-53, -78, -24, 65, -14, -51, 19, 24, -107, -92, -117, -82, 
-39, -73, -34, 56, -2, -53, 9, 4, -117, -107, -136, -97, 
-19, -58, -39, 39, 9, -48, 9, 14, -117, -102, -126, -92, 
-4, -24, -19, 14, 7, -21, 4, 4, -126, -122, -136, -117, 
-24, -43, -19, 34, -2, -31, 9, 14, -117, -112, -136, -107, 
-43, -68, -24, 56, -9, -46, 14, 4, -131, -122, -141, -122, 
-34, -53, -19, 43, -7, -36, 9, 0, -117, -117, -131, -97, 
-39, -48, -9, 43, -14, -29, 24, 29, -97, -92, -112, -73, 
-9, -29, -19, 19, 4, -24, 29, 43, -112, -97, -117, -82, 
0, -34, -34, 17, 17, -34, 34, 43, -82, -78, -97, -53, 
9, -34, -43, 12, 26, -39, 14, 24, -107, -107, -112, -78, 
4, -34, -39, 14, 21, -36, 9, 14, -107, -122, -131, -97, 
-19, -63, -43, 41, 12, -53, 14, 24, -112, -126, -136, -97, 
24, -9, -34, -7, 29, -21, 9, 14, -112, -136, -136, -102, 
63, 19, -43, -41, 53, -12, 19, 43, -92, -122, -112, -78, 
19, -19, -39, 0, 29, -29, 24, 24, -112, -122, -126, -102, 
-34, -58, -24, 46, -4, -41, 9, 14, -117, -126, -131, -92, 
-78, -107, -29, 92, -24, -68, 24, 29, -112, -117, -122, -82, 
-68, -78, -9, 73, -29, -43, 24, 19, -107, -122, -122, -87, 
-68, -68, 0, 68, -34, -34, 29, 34, -92, -107, -112, -58, 
-34, -48, -14, 41, -9, -31, 19, 29, -92, -112, -112, -68, 
-4, -24, -19, 14, 7, -21, 19, 29, -87, -117, -107, -73, 
-14, -63, -48, 39, 17, -56, 24, 29, -102, -122, -117, -78, 
4, -24, -29, 9, 17, -26, 4, 9, -122, -141, -136, -102, 
14, -14, -29, 0, 21, -21, 4, 14, -112, -131, -122, -92, 
14, -34, -48, 9, 31, -41, 24, 19, -112, -126, -122, -107, 
-4, -43, -39, 24, 17, -41, 19, 19, -117, -136, -126, -107, 
-78, -87, -9, 82, -34, -48, 14, 19, -107, -122, -122, -92, 
-87, -92, -4, 90, -41, -48, 9, 14, -112, -126, -122, -97, 
-58, -68, -9, 63, -24, -39, 19, 48, -92, -107, -102, -73, 
0, -34, -34, 17, 17, -34, 19, 48, -87, -112, -97, -73, 
19, -19, -39, 0, 29, -29, 14, 24, -92, -122, -107, -73, 
4, -39, -43, 17, 24, -41, 14, 34, -97, -126, -107, -78, 
-14, -48, -34, 31, 9, -41, 9, 34, -92, -126, -102, -73, 
0, -48, -48, 24, 24, -48, 9, 29, -102, -131, -107, -82, 
-14, -58, -43, 36, 14, -51, 4, 24, -112, -136, -122, -92, 
-4, -39, -34, 21, 14, -36, -4, 9, -126, -151, -131, -107, 
-34, -58, -24, 46, -4, -41, -4, 19, -117, -141, -122, -102, 
-68, -87, -19, 78, -24, -53, 0, 14, -126, -146, -141, -107, 
-102, -122, -19, 112, -41, -70, 4, 0, -131, -146, -141, -117, 
-117, -146, -29, 131, -43, -87, 4, 19, -126, -156, -141, -107, 
-24, -78, -53, 51, 14, -65, 9, 39, -102, -151, -117, -87, 
39, -19, -58, -9, 48, -39, 19, 58, -68, -122, -87, -68, 
14, -14, -29, 0, 21, -21, 9, 53, -82, -136, -102, -73, 
-9, -29, -19, 19, 4, -24, 14, 43, -82, -126, -102, -73, 
-14, -29, -14, 21, 0, -21, 9, 39, -82, -117, -107, -63, 
19, -14, -34, -2, 26, -24, -4, 24, -112, -141, -117, -87, 
4, -39, -43, 17, 24, -41, 0, 24, -112, -131, -117, -78, 
-19, -39, -19, 29, 0, -29, 9, 14, -122, -136, -136, -92, 
-19, -48, -29, 34, 4, -39, 14, 19, -107, -126, -126, -87, 
-24, -63, -39, 43, 7, -51, 24, 48, -97, -122, -102, -73, 
-4, -34, -29, 19, 12, -31, 19, 43, -97, -126, -107, -78, 
-19, -43, -24, 31, 2, -34, 24, 53, -87, -122, -102, -68, 
-29, -78, -48, 53, 9, -63, 9, 43, -107, -146, -117, -82, 
9, -53, -63, 21, 36, -58, 14, 34, -107, -136, -117, -87, 
14, -39, -53, 12, 34, -46, 9, 39, -112, -136, -122, -78, 
-14, -39, -24, 26, 4, -31, 4, 29, -136, -141, -122, -102, 
-4, -43, -39, 24, 17, -41, 4, 29, -122, -126, -122, -87, 
-4, -43, -39, 24, 17, -41, 4, 14, -131, -136, -131, -97, 
-34, -73, -39, 53, 2, -56, 4, 14, -131, -131, -141, -107, 
-68, -82, -14, 75, -26, -48, 9, 14, -122, -136, -136, -102, 
-43, -63, -19, 53, -12, -41, 29, 39, -107, -117, -117, -78, 
-34, -63, -29, 48, -2, -46, 34, 48, -92, -112, -97, -73, 
-39, -58, -19, 48, -9, -39, 34, 53, -87, -112, -92, -63, 
-39, -63, -24, 51, -7, -43, 43, 53, -92, -97, -87, -68, 
-34, -78, -43, 56, 4, -61, 19, 24, -117, -131, -122, -92, 
24, -34, -58, 4, 41, -46, 9, 24, -131, -131, -126, -92, 
14, -19, -34, 2, 24, -26, 34, 43, -102, -97, -107, -68, 
9, -34, -43, 12, 26, -39, 24, 19, -122, -122, -122, -92, 
-4, -34, -29, 19, 12, -31, 29, 24, -117, -117, -126, -97, 
-53, -68, -14, 61, -19, -41, 24, 29, -117, -131, -136, -97, 
-48, -78, -29, 63, -9, -53, 19, 29, -112, -126, -131, -97, 
-34, -68, -34, 51, 0, -51, 24, 43, -102, -126, -117, -78, 
-34, -63, -29, 48, -2, -46, 19, 29, -112, -146, -126, -92, 
-43, -73, -29, 58, -7, -51, 24, 39, -112, -131, -117, -82, 
-73, -102, -29, 87, -21, -65, 19, 24, -117, -136, -122, -87, 
-14, -63, -48, 39, 17, -56, 29, 39, -107, -126, -102, -82, 
58, 0, -58, -29, 58, -29, 34, 58, -92, -112, -92, -63, 
73, 9, -63, -41, 68, -26, 39, 63, -92, -117, -97, -63, 
53, -4, -58, -24, 56, -31, 34, 53, -92, -117, -102, -68, 
-4, -39, -34, 21, 14, -36, 29, 48, -107, -141, -112, -78, 
-14, -48, -34, 31, 9, -41, 24, 34, -117, -156, -126, -92, 
-34, -78, -43, 56, 4, -61, 24, 43, -107, -151, -122, -82, 
-43, -87, -43, 65, 0, -65, 43, 58, -102, -151, -107, -82, 
-68, -102, -34, 85, -17, -68, 43, 48, -107, -156, -112, -78, 
-97, -122, -24, 109, -36, -73, 48, 53, -97, -136, -82, -58, 
-53, -82, -29, 68, -12, -56, 43, 53, -92, -141, -92, -68, 
24, -34, -58, 4, 41, -46, 19, 53, -87, -141, -82, -48, 
39, -19, -58, -9, 48, -39, 9, 34, -102, -156, -107, -82, 
19, -24, -43, 2, 31, -34, 9, 24, -126, -180, -136, -112, 
14, -34, -48, 9, 31, -41, 9, 24, -117, -165, -131, -107, 
19, -19, -39, 0, 29, -29, 9, 34, -107, -175, -136, -117, 
0, -43, -43, 21, 21, -43, 24, 48, -82, -151, -102, -78, 
-39, -58, -19, 48, -9, -39, 24, 39, -82, -146, -97, -78, 
-39, -39, 0, 39, -19, -19, 19, 48, -63, -131, -78, -53, 
-34, -39, -4, 36, -14, -21, 4, 43, -48, -112, -53, -19, 
-58, -43, 14, 51, -36, -14, -4, 19, -78, -136, -82, -48, 
-39, -39, 0, 39, -19, -19, -19, 9, -82, -117, -78, -53, 
-19, -24, -4, 21, -7, -14, -9, 24, -68, -122, -82, -63, 
19, -14, -34, -2, 26, -24, -34, 0, -97, -151, -122, -97, 
-9, -29, -19, 19, 4, -24, -34, -9, -97, -151, -122, -102, 
-58, -53, 4, 56, -31, -24, -19, -9, -87, -156, -136, -117, 
-68, -43, 24, 56, -46, -9, -14, 14, -63, -112, -102, -78, 
-48, -14, 34, 31, -41, 9, 4, 39, -34, -97, -73, -48, 
-58, -19, 39, 39, -48, 9, 4, 29, -48, -97, -68, -48, 
-117, -68, 48, 92, -82, -9, -9, 19, -53, -87, -63, -39, 
-73, -48, 24, 61, -48, -12, -29, 4, -63, -102, -87, -63, 
58, 53, -4, -56, 31, 24, -24, 34, -24, -68, -39, -19, 
107, 117, 9, -112, 48, 63, -19, 43, -9, -53, -34, -14, 
53, 87, 34, -70, 9, 61, -43, -4, -53, -78, -82, -53, 
43, 73, 29, -58, 7, 51, -48, -19, -63, -82, -82, -63, 
92, 122, 29, -107, 31, 75, -29, -9, -53, -87, -87, -63, 
87, 122, 34, -104, 26, 78, -29, -4, -58, -58, -58, -34, 
39, 92, 53, -65, -7, 73, -48, -19, -82, -68, -78, -48, 
14, 58, 43, -36, -14, 51, -68, -39, -107, -78, -92, -48, 
-14, 39, 53, -12, -34, 46, -63, -34, -107, -68, -78, -29, 
-14, 34, 48, -9, -31, 41, -58, -29, -117, -92, -97, -58, 
0, 19, 19, -9, -9, 19, -68, -39, -131, -92, -102, -58, 
14, 14, 0, -14, 7, 7, -68, -34, -141, -117, -122, -92, 
58, 34, -24, -46, 41, 4, -73, -39, -146, -131, -146, -112, 
53, 34, -19, -43, 36, 7, -53, -24, -117, -107, -112, -78, 
43, 43, 0, -43, 21, 21, -24, -4, -102, -97, -97, -68, 
29, 39, 9, -34, 9, 24, -4, 29, -73, -63, -53, -19, 
-24, -4, 19, 14, -21, 7, -4, 29, -82, -73, -58, -24, 
-58, -43, 14, 51, -36, -14, -19, 0, -107, -92, -87, -34, 
-73, -48, 24, 61, -48, -12, -29, 0, -112, -73, -73, -24, 
-14, 0, 14, 7, -14, 7, -29, 14, -112, -87, -68, -39, 
39, 4, -34, -21, 36, -14, -19, 19, -112, -68, -53, -14, 
34, 4, -29, -19, 31, -12, -4, 24, -107, -73, -68, -34, 
43, 9, -34, -26, 39, -12, -4, 19, -117, -87, -87, -63, 
14, -9, -24, -2, 19, -17, -9, 24, -131, -97, -97, -63, 
-34, -29, 4, 31, -19, -12, 4, 19, -136, -122, -126, -97, 
-34, -43, -9, 39, -12, -26, 9, 24, -126, -107, -112, -78, 
-19, -39, -19, 29, 0, -29, 9, 24, -126, -107, -97, -73, 
-14, -39, -24, 26, 4, -31, 19, 29, -141, -126, -117, -97, 
0, -43, -43, 21, 21, -43, 24, 19, -165, -151, -141, -117, 
-43, -73, -29, 58, -7, -51, 34, 24, -170, -161, -146, -112, 
-19, -68, -48, 43, 14, -58, 29, 34, -175, -175, -156, -117, 
-29, -68, -39, 48, 4, -53, 29, 43, -151, -161, -131, -87, 
-53, -102, -48, 78, -2, -75, 34, 48, -156, -175, -136, -97, 
-97, -156, -58, 126, -19, -107, 9, 19, -185, -204, -151, -112, 
-122, -175, -53, 148, -34, -114, 24, 29, -180, -214, -151, -112, 
-34, -117, -82, 75, 24, -100, 19, 39, -170, -209, -141, -112, 
14, -58, -73, 21, 43, -65, 43, 43, -141, -200, -122, -92, 
14, -68, -82, 26, 48, -75, 43, 48, -146, -219, -141, -112, 
-14, -92, -78, 53, 31, -85, 53, 48, -161, -204, -146, -112, 
-53, -102, -48, 78, -2, -75, 63, 53, -141, -190, -136, -112, 
-19, -87, -68, 53, 24, -78, 48, 48, -141, -209, -131, -102, 
-19, -82, -63, 51, 21, -73, 43, 63, -126, -195, -112, -82, 
-19, -82, -63, 51, 21, -73, 48, 73, -131, -190, -117, -82, 
-19, -82, -63, 51, 21, -73, 34, 58, -131, -190, -112, -73, 
-29, -97, -68, 63, 19, -82, 39, 48, -131, -204, -117, -82, 
4, -78, -82, 36, 43, -80, 58, 58, -131, -204, -126, -92, 
-19, -78, -58, 48, 19, -68, 68, 58, -126, -200, -122, -92, 
-19, -92, -73, 56, 26, -82, 73, 58, -117, -200, -136, -117, 
-4, -73, -68, 39, 31, -70, 82, 68, -68, -175, -146, -122, 
-53, -92, -39, 73, -7, -65, 107, 97, -4, -141, -136, -122, 
-34, -107, -73, 70, 19, -90, 122, 126, 39, -141, -141, -131, 
-82, -136, -53, 109, -14, -95, 126, 141, 107, -97, -131, -126, 
-146, -141, 4, 143, -75, -68, 107, 131, 170, -48, -122, -122, 
-117, -48, 68, 82, -92, 9, 78, 112, 273, 39, -68, -92, 
-97, 39, 136, 29, -117, 87, 82, 126, 414, 170, 29, -29, 
-29, 131, 161, -51, -95, 146, 82, 146, 556, 307, 122, 34, 
-4, 214, 219, -104, -112, 217, 68, 136, 678, 468, 234, 107, 
43, 268, 224, -156, -90, 246, 53, 151, 795, 629, 390, 219, 
122, 336, 214, -229, -46, 275, 4, 151, 961, 863, 644, 434, 
165, 429, 263, -297, -48, 346, -73, 122, 1063, 1102, 917, 668, 
214, 522, 307, -368, -46, 414, -170, 34, 980, 1234, 1088, 844, 
219, 614, 395, -417, -87, 505, -263, -82, 800, 1298, 1249, 1010, 
253, 732, 478, -492, -112, 605, -395, -253, 448, 1302, 1351, 1127, 
317, 902, 585, -610, -134, 744, -531, -444, 19, 1244, 1429, 1224, 
307, 971, 663, -639, -178, 817, -619, -575, -409, 1141, 1454, 1268, 
302, 893, 590, -597, -143, 741, -624, -605, -883, 990, 1424, 1263, 
263, 727, 463, -495, -100, 595, -556, -561, -1293, 790, 1312, 1176, 
244, 546, 302, -395, -29, 424, -463, -483, -1542, 546, 1093, 995, 
224, 414, 190, -319, 17, 302, -400, -439, -1688, 326, 854, 785, 
151, 326, 175, -239, -12, 251, -356, -414, -1859, 58, 561, 536, 
48, 244, 195, -146, -73, 219, -322, -414, -2059, -336, 175, 234, 
-14, 122, 136, -53, -75, 129, -234, -322, -2142, -727, -200, -58, 
-34, 9, 43, 12, -39, 26, -151, -229, -2113, -1054, -570, -356, 
-78, -48, 29, 63, -53, -9, -141, -239, -2064, -1278, -839, -575, 
-131, -87, 43, 109, -87, -21, -141, -258, -1966, -1390, -971, -673, 
-117, -92, 24, 104, -70, -34, -146, -253, -1786, -1371, -971, -678, 
-63, -63, 0, 63, -31, -31, -141, -209, -1542, -1185, -805, -575, 
-68, -78, -9, 73, -29, -43, -136, -190, -1317, -985, -644, -468, 
-39, -58, -19, 48, -9, -39, -156, -185, -1107, -829, -541, -395, 
-48, -29, 19, 39, -34, -4, -161, -190, -912, -663, -429, -322, 
-87, -9, 78, 48, -82, 34, -180, -219, -771, -551, -370, -292, 
-107, -9, 97, 58, -102, 43, -175, -219, -649, -473, -326, -248, 
-97, -24, 73, 61, -85, 24, -136, -161, -502, -375, -253, -195, 
-29, -4, 24, 17, -26, 9, -82, -87, -356, -283, -195, -151, 
-19, -14, 4, 17, -12, -4, -43, -53, -268, -229, -141, -97, 
-78, -68, 9, 73, -43, -29, -29, -39, -234, -204, -151, -112, 
-68, -82, -14, 75, -26, -48, -19, -19, -185, -180, -131, -107, 
-9, -19, -9, 14, 0, -14, 24, 34, -112, -112, -78, -63, 
39, 19, -19, -29, 29, 0, 19, 43, -73, -92, -78, -63, 
0, -29, -29, 14, 14, -29, 24, 39, -68, -68, -68, -58, 
0, -29, -29, 14, 14, -29, 34, 53, -53, -34, -68, -63, 
9, -19, -29, 4, 19, -24, 34, 48, -48, -24, -63, -63, 
24, -19, -43, -2, 34, -31, 48, 58, -29, -4, -63, -63, 
29, -14, -43, -7, 36, -29, 43, 63, 0, 19, -73, -68, 
-24, -34, -9, 29, -7, -21, 63, 73, 19, 53, -48, -48, 
-43, -43, 0, 43, -21, -21, 63, 78, 29, 58, -58, -58, 
-43, -48, -4, 46, -19, -26, 53, 68, 24, 73, -63, -63, 
-58, -68, -9, 63, -24, -39, 58, 68, 19, 73, -53, -73, 
